No,image,text,context,modifier,gpt,gemini
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,FALSE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,FALSE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,FALSE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,TRUE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
30,image30-1.png,There are four sweaters in the boxes.,precise,bare,FALSE,FALSE
30,image30-1.png,There are at least four sweaters in the boxes.,precise,superlative,TRUE,TRUE
30,image30-1.png,There are more than three sweaters in the boxes.,precise,comparative,TRUE,TRUE
30,image30-2.png,There are four sweaters in the boxes.,approximate,bare,TRUE,TRUE
30,image30-2.png,There are at least four sweaters in the boxes.,approximate,superlative,TRUE,TRUE
30,image30-2.png,There are more than three sweaters in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,TRUE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,FALSE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,TRUE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,TRUE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,FALSE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,FALSE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,TRUE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,TRUE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,TRUE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,FALSE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,FALSE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,TRUE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,FALSE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,TRUE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,FALSE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
31,image31-1.png,There are four buttons in the boxes.,precise,bare,TRUE,TRUE
31,image31-1.png,There are at least four buttons in the boxes.,precise,superlative,FALSE,TRUE
31,image31-1.png,There are more than three buttons in the boxes.,precise,comparative,FALSE,TRUE
31,image31-2.png,There are four buttons in the boxes.,approximate,bare,TRUE,TRUE
31,image31-2.png,There are at least four buttons in the boxes.,approximate,superlative,TRUE,TRUE
31,image31-2.png,There are more than three buttons in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,TRUE,TRUE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,FALSE,FALSE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,TRUE,TRUE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,FALSE,FALSE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,FALSE,TRUE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,TRUE,FALSE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,TRUE,FALSE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,FALSE,TRUE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,TRUE,TRUE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
32,image32-1.png,There are four ties in the boxes.,precise,bare,TRUE,FALSE
32,image32-1.png,There are at least four ties in the boxes.,precise,superlative,TRUE,TRUE
32,image32-1.png,There are more than three ties in the boxes.,precise,comparative,TRUE,TRUE
32,image32-2.png,There are four ties in the boxes.,approximate,bare,FALSE,FALSE
32,image32-2.png,There are at least four ties in the boxes.,approximate,superlative,TRUE,TRUE
32,image32-2.png,There are more than three ties in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,FALSE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,FALSE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,TRUE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,FALSE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,FALSE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,FALSE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,TRUE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,TRUE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,FALSE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,FALSE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,TRUE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
33,image33-1.png,There are four cats in the boxes.,precise,bare,TRUE,FALSE
33,image33-1.png,There are at least four cats in the boxes.,precise,superlative,TRUE,TRUE
33,image33-1.png,There are more than three cats in the boxes.,precise,comparative,TRUE,TRUE
33,image33-2.png,There are four cats in the boxes.,approximate,bare,TRUE,FALSE
33,image33-2.png,There are at least four cats in the boxes.,approximate,superlative,TRUE,TRUE
33,image33-2.png,There are more than three cats in the boxes.,approximate,comparative,TRUE,TRUE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,TRUE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,TRUE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,TRUE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,TRUE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,TRUE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,TRUE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,TRUE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,TRUE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,TRUE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,TRUE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,TRUE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
34,image34-1.png,There are four dogs in the boxes.,precise,bare,FALSE,FALSE
34,image34-1.png,There are at least four dogs in the boxes.,precise,superlative,FALSE,FALSE
34,image34-1.png,There are more than three dogs in the boxes.,precise,comparative,FALSE,FALSE
34,image34-2.png,There are four dogs in the boxes.,approximate,bare,FALSE,FALSE
34,image34-2.png,There are at least four dogs in the boxes.,approximate,superlative,FALSE,FALSE
34,image34-2.png,There are more than three dogs in the boxes.,approximate,comparative,FALSE,FALSE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,TRUE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,TRUE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,FALSE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,TRUE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,FALSE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,TRUE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,TRUE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
35,image35-1.png,There are more than three rabbits in the boxes.,precise,comparative,FALSE,TRUE
35,image35-2.png,There are four rabbits in the boxes.,approximate,bare,FALSE,FALSE
35,image35-2.png,There are at least four rabbits in the boxes.,approximate,superlative,TRUE,TRUE
35,image35-2.png,There are more than three rabbits in the boxes.,approximate,comparative,TRUE,TRUE
35,image35-1.png,There are four rabbits in the boxes.,precise,bare,FALSE,FALSE
35,image35-1.png,There are at least four rabbits in the boxes.,precise,superlative,TRUE,TRUE
